"id","timestamp","location","gender","age","education","wellness_routine","challenge_wellness_routine","frequency_wellness_routine","duration_wellness_routine","purpose_wellness_routine","location_wellness_routine","simple_target_exercises","nutrition_importance","challenge_nutrition_routine","remote_training_likelihood","online_service_challenges","willingness_to_pay","ideal_subscription_cycle","price_of_service","expertise_credibility","language_instructions","flexibility_time_slots","availability_hybrid_options"
117,2022-11-09 21:54:11.395,"mumbai","Female","18-24","High school","Meditation/Mindfulness practice","I follow a regular wellness/fitness routine","4 to 5 days a week","15-30","General fitness/strength/flexibility/stamina","Home - with equipment",2,3,"My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am interested to try out","I don't want to invest in buying any accessories at home","Rs. 500 - 1000","Weekly subscription at a price slightly higher than monthly subscription","Not so important","Not important at all","Not so important","Not important at all","Not so important"
118,2022-11-09 22:00:06.398,"bhopal","Male","25-34","Undergraduate","Meditation/Mindfulness practice","Don't know where and how to start, Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Daily","31-45","Stress/anxiety reduction and/or attain mindfulness","Home - without equipment",5,5,"Lack of understanding what to eat when and in what proportion, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am not interested to try","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Very Important","Very Important","Important","Important","Important"
119,2022-11-09 22:01:02.657,"mumbai","Male","18-24","High school","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start, Lack of motivation / time","Once/twice a week (e.g. weekends)","Less than 15","Weight loss/gain","Home - without equipment",3,5,"Find it too difficult to follow a routine","I am not interested to try","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Not more than Rs. 500","Annual subscription with price discount benefits","Important","Important","Important","Important","Important"
120,2022-11-09 22:09:27.206,"mumbai","Male","18-24","College","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Want a personal trainer but can't afford, Lack of motivation / time","4 to 5 days a week","More than 60","Weight loss/gain","Home - with equipment",5,5,"Lack of understanding what to eat when and in what proportion, My schedule doesn't permit regularity in my eating habits","I am interested to try out","I don’t think online training is effective","Not more than Rs. 500","Annual subscription with price discount benefits","Important","Important","Important","Very Important","Very Important"
121,2022-11-09 22:09:40.531,"mumbai","Female","18-24","Undergraduate","Yoga & breathing exercises","Can't find a good trainer/expert practitioner, Lack of motivation / time","Once/twice a week (e.g. weekends)","Less than 15","General fitness/strength/flexibility/stamina","Home - without equipment",3,3,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Find it too difficult to follow a routine","I may try only if I find something very interesting","Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 2500-5000","Annual subscription with price discount benefits","Important","Important","Important","Important","Important"
122,2022-11-09 22:10:32.873,"mumbai","Male","18-24","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start","4 to 5 days a week","46-60","General fitness/strength/flexibility/stamina","Gym / Studio",5,5,"I follow a balanced diet routine","I have already tried","I don’t think online training is effective","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Important","Very Important","Very Important","Very Important","Very Important"
123,2022-11-09 22:15:27.702,"mumbai","Male","18-24","Undergraduate","Yoga & breathing exercises","Don't know where and how to start, Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby","Occasionally / Rarely","15-30","General fitness/strength/flexibility/stamina","Hybrid - Gym and at Home",4,3,"My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don’t think online training is effective","Rs. 500 - 1000","Annual subscription with price discount benefits","Important","Neutral","Important","Important","Neutral"
124,2022-11-09 22:21:15.229,"pune","Male","18-24","Post-Graduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Want a personal trainer but can't afford, Can't afford to spend on gym/classes subscription, Lack of motivation / time","4 to 5 days a week","31-45","Body building","Home - without equipment",3,3,"Lack of understanding what to eat when and in what proportion, Temptation for junk food","I am interested to try out","I don’t think online training is effective","Not more than Rs. 500","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Important","Very Important","Not so important","Important","Neutral"
125,2022-11-09 22:39:06.162,"bhopal","Female","18-24","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, Lack of motivation / time","Once/twice a week (e.g. weekends)","15-30","Stress/anxiety reduction and/or attain mindfulness","Gym / Studio",4,4,"Can't cook at home, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don’t think online training is effective, I don't want to invest in buying any accessories at home","Not more than Rs. 500",NA,"Neutral","Neutral","Neutral","Neutral","Neutral"
126,2022-11-09 22:47:01.701,"mumbai","Male","18-24","Undergraduate","Yoga & breathing exercises","Don't know where and how to start, Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner","Daily","15-30","General fitness/strength/flexibility/stamina","Hybrid - Gym and at Home",3,3,"Lack of understanding what to eat when and in what proportion, Temptation for junk food","I am not interested to try","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home","Rs. 500 - 1000","Annual subscription with price discount benefits","Not so important","Not so important","Neutral","Neutral","Neutral"
